state,week_end,count,WEEK,SEASON,one
KS,2020-03-07,12,10,2019-20,1
KS,2020-03-21,11,12,2019-20,1
KS,2020-03-28,12,13,2019-20,1
KS,2020-04-04,12,14,2019-20,1
KY,2019-01-05,22,1,2018-19,1
KY,2019-01-12,23,2,2018-19,1
KY,2019-01-19,12,3,2018-19,1
KY,2019-01-26,23,4,2018-19,1
KY,2019-02-02,18,5,2018-19,1
KY,2019-02-09,26,6,2018-19,1
KY,2019-02-16,21,7,2018-19,1
KY,2019-02-23,18,8,2018-19,1
KY,2019-03-09,17,10,2018-19,1
KY,2019-03-16,23,11,2018-19,1
KY,2019-03-23,22,12,2018-19,1
KY,2019-03-30,21,13,2018-19,1
KY,2019-04-06,29,14,2018-19,1
KY,2019-04-13,18,15,2018-19,1
KY,2019-04-20,20,16,2018-19,1
KY,2019-04-27,15,17,2018-19,1
KY,2019-05-04,22,18,2018-19,1
KY,2019-05-11,19,19,2018-19,1
KY,2019-05-18,10,20,2018-19,1
KY,2019-05-25,18,21,2018-19,1
KY,2019-06-01,16,22,2018-19,1
KY,2019-06-08,16,23,2018-19,1
KY,2019-06-15,20,24,2018-19,1
KY,2019-06-22,20,25,2018-19,1
KY,2019-06-29,13,26,2018-19,1
KY,2019-07-06,15,27,2018-19,1
KY,2019-07-13,10,28,2018-19,1
KY,2020-01-04,14,1,2019-20,1
KY,2020-01-11,27,2,2019-20,1
KY,2020-01-18,15,3,2019-20,1
KY,2020-01-25,18,4,2019-20,1
KY,2020-02-01,12,5,2019-20,1
KY,2020-02-08,19,6,2019-20,1
KY,2020-02-15,17,7,2019-20,1
KY,2020-02-22,18,8,2019-20,1
KY,2020-02-29,20,9,2019-20,1
KY,2020-03-07,26,10,2019-20,1
KY,2020-03-14,16,11,2019-20,1
KY,2020-03-21,16,12,2019-20,1
KY,2020-03-28,26,13,2019-20,1
KY,2020-04-04,18,14,2019-20,1
KY,2020-04-11,13,15,2019-20,1
KY,2020-04-18,19,16,2019-20,1
KY,2020-04-25,18,17,2019-20,1
KY,2020-05-02,14,18,2019-20,1
KY,2020-05-09,22,19,2019-20,1
KY,2020-05-16,19,20,2019-20,1
KY,2020-05-23,13,21,2019-20,1
KY,2020-05-30,13,22,2019-20,1
KY,2020-06-06,15,23,2019-20,1
KY,2020-06-13,15,24,2019-20,1
KY,2020-06-20,10,25,2019-20,1
KY,2020-06-27,10,26,2019-20,1
KY,2020-07-04,14,27,2019-20,1
KY,2020-07-11,11,28,2019-20,1
LA,2019-01-05,23,1,2018-19,1
LA,2019-01-12,29,2,2018-19,1
LA,2019-01-19,26,3,2018-19,1
LA,2019-01-26,26,4,2018-19,1
LA,2019-02-02,23,5,2018-19,1
LA,2019-02-09,24,6,2018-19,1
LA,2019-02-16,13,7,2018-19,1
LA,2019-02-23,17,8,2018-19,1
LA,2019-03-02,26,9,2018-19,1
